,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
174,"1943, respecting family allowancesa [repeals Resolution of 22nd","['1943,', 'respecting family allowancesa', '[repeals Resolution of 22nd']",109.0,209.56,367.71,219.54,6,2,2,middle
175,"December, 19432G]. (S.A. or F.F. No. 1048)","['December, 19432G].', '(S.A. or F.F. No. 1048)']",109.0,217.51,285.48,227.71,6,2,1,end
176,FRANCE,['FRANCE'],53.0,235.24,98.37,246.74,6,0,0,country
177,A. FRENCH REPUBLIC,['A. FRENCH REPUBLIC'],157.0,252.94,266.69,263.64,6,-1,1,other
178,Apr. 4 Decree to amend section 82 [composition of the Central Employ,"['Apr. 4', 'Decree to amend section 82 [composition of the Central Employ']",61.0,269.68,364.44,279.79,6,1,2,start
179,"ment Office] of the Decree of 7th April, 1938, to regulate native","['ment Office] of the Decree of 7th April, 1938, to regulate native']",109.0,277.89,368.45,287.99,6,2,1,end
180,"labour in Madagascar and its Dependencies27. (J.O.R.F. 13th April,","['labour in Madagascar and its Dependencies27.', '(J.O.R.F. 13th April,']",108.0,286.24,368.91,295.74,6,2,1,end
181,"1944, p. 304)","['1944, p. 304)']",110.0,295.29,157.46,304.19,6,2,0,end
182,"June 22 Ordinance respecting the bodies known as ""organising committees""","['June 22', 'Ordinance respecting the bodies known as ""organising committees""']",61.0,308.19,367.8,317.89,6,1,2,start
183,"[set up by the Act of 16th August, [amended by Ordinance","['[set up by the Act of 16th August,', '[amended by Ordinance']",110.0,316.14,368.39,326.04,6,2,2,middle
184,"of 7th October, 1944]. (J.O.RF. 5th August, 1944,","['of 7th October, 1944]. (J.O.RF. 5th August, 1944,']",109.0,323.86,316.99,334.26,6,2,1,end
185,"p. 671, and","['p.', '671, and']",324.0,324.49,368.03,334.89,6,-1,2,other
186,"8th October, 1944, pp. 891-892)","['8th October, 1944, pp. 891-892)']",109.0,332.61,230.4,342.01,6,2,1,end
187,Oct. 20 Ordinance respecting admission to social insurance [increase to,"['Oct. 20', 'Ordinance respecting admission to', 'social', 'insurance', '[increase to']",62.0,346.14,368.98,356.04,6,1,2,start
188,"60,000 francs of maximum limit fixed in sub-paragraph (1) of","['60,000 francs of maximum limit fixed in sub-paragraph', '(1)', 'of']",109.0,353.81,368.16,364.01,6,2,2,middle
189,subsection (2) of section 1 of the Legislative Decree of 28th,"['subsection', '(2)', 'of', 'section', '1', 'of', 'the Legislative Decree of 28th']",109.0,361.86,368.92,372.26,6,2,2,middle
190,"October, 1935, respecting social insurance, as (J.O.R.F.","['October, 1935, respecting social insurance, as', '(J.O.R.F.']",109.0,370.89,367.74,380.19,6,2,2,middle
191,"21st October, 1944, p. 1032)","['21st October, 1944, p. 1032)']",109.0,378.91,216.83,388.31,6,2,1,end
192,Dec. 21 Ordinance to amend sections 99c and 107 of the First Book of,"['Dec. 21', 'Ordinance to amend sections 99c and 107 of the First Book of']",61.0,391.86,367.52,402.26,6,1,2,start
193,"the Labour Code [penaltiesr°. (J,O.R.F. 22nd December, 1944,","['the Labour Code', '[penaltiesr°.', '(J,O.R.F. 22nd December,', '1944,']",109.0,400.14,368.88,410.44,6,2,2,middle
194,p. 2013),['p. 2013)'],108.0,410.01,138.0,419.01,6,2,0,end
195,"See also Ordinances of July 26, August 9, September 15, October 12 and","['See also Ordinances of', 'July 26, August 9,', 'September', '15, October 12 and']",62.0,422.21,368.42,432.74,6,1,2,start
196,"December 2, pp. 39-40 below.","['December 2, pp. 39-40 below.']",63.0,431.06,179.51,440.66,6,1,0,other
197,B. VICHY GOVERNMENT,['B. VICHY GOVERNMENT'],151.0,448.84,270.29,459.14,6,-1,1,other
198,"Jan. 5 Act No. 6, to amend [the second paragraph of and to add two","['Jan. 5', 'Act No. 6, to amend [the second paragraph of and to add two']",61.0,467.11,368.05,477.91,6,1,2,start
199,"paragraphs to, the sole section of] the Act of 18th January, 1929,","['paragraphs to, the sole section of] the Act of 18th January, 1929,']",109.0,475.46,367.84,485.46,6,2,2,middle
200,"respecting apprenticeship in agriculturen. (J.O.E.F. 15th January,","['respecting apprenticeship in agriculturen.', '(J.O.E.F. 15th January,']",108.0,483.64,368.57,493.66,6,2,2,middle
201,"1944, p. 174)","['1944, p. 174)']",109.0,492.64,157.53,501.74,6,2,0,end
202,S.A. Suonzen Asetuskokoelnui.,"['S.A.', 'Suonzen Asetuskokoelnui.']",61.0,511.21,189.99,520.46,6,1,0,other
203,F.F. = Finlands förfatiningssainling.,"['F.F. =', 'Finlands', 'förfatiningssainling.']",60.0,519.61,206.17,531.41,6,1,0,other
204,J.O.R.F. = Journal off ide! de la Rfpublique francaise.,"['J.O.R.F. =', 'Journal', 'off ide! de la Rfpublique francaise.']",61.0,530.79,274.36,541.29,6,1,1,other
205,1935 (Fin. 1); amendments: 1940 (Fin. 1); 1941 (Fin. 1); 1942 (Fin. 4).,['1935 (Fin. 1); amendments: 1940 (Fin. 1); 1941 (Fin. 1); 1942 (Fin. 4).'],88.0,553.04,369.33,562.93,6,-1,2,other
206,"— ULS 1943 (Fin. 2, B). — (Fin. 2, A). — 1943 (Fin. 2, D).","['—', 'ULS', '1943 (Fin. 2, B). —', '(Fin. 2, A). —', '1943 (Fin. 2, D).']",53.0,559.85,359.88,571.34,6,0,1,other
207,"L.S. 1942 (Fr. 14, B). — L.S. 1940 (Fr. 10). — L.S. 1935 (Fr. 12);","['L.S. 1942 (Fr. 14, B). —', 'L.S. 1940 (Fr. 10). —', 'L.S. 1935 (Fr. 12);']",68.0,568.68,367.75,579.71,6,-1,2,other
208,"1936 (Fr. 11); 1938 (Fr. 7); 1942 (Fr. 9); 1943 (Fr. 1, B); 1944 (Fr. 8). —","['1936 (Fr. 11); 1938 (Fr. 7); 1942 (Fr. 9); 1943 (Fr. 1, B); 1944 (Fr. 8). —']",54.0,576.93,367.55,587.64,6,0,2,other
209,"30 L.S. 1928 (Fr. 4, D); 1932 (Fr. I and 3); 1938 (Fr. 5). — L.S. 1929 (Fr. 5). —","['30 L.S.', '1928 (Fr. 4, D); 1932 (Fr. I and 3); 1938 (Fr. 5). —', 'L.S.', '1929 (Fr. 5). —']",53.0,586.01,368.64,595.81,6,0,2,other
210,I,['I'],325.0,52.98,327.4,60.18,7,-1,2,other
211,FRANCE (continued),['FRANCE (continued)'],13.0,68.4,116.02,80.1,7,0,0,country
212,"Apr.20 Act 192, ta amend sections9 and,20'rof the Act of •2nd","['Apr.20', 'Act', '192,', ""ta amend sections9 and,20'rof the Act of •2nd""]",21.0,84.11,325.91,95.01,7,1,2,start
213,"December, 194Q; respecting the corporative organisation of agri-","['December, 194Q; respecting the corporative organisation of agri-']",67.0,93.05,325.98,102.95,7,2,2,middle
214,of single occupational organisation for each,['of single occupational organisation for each'],153.0,101.05,326.49,110.95,7,-1,2,other
215,branch of agriculture; winding up of occupational groups].,"['branch', 'of', 'agriculture;', 'winding', 'up', 'of', 'occupational', 'groups].']",67.0,109.43,326.08,118.95,7,2,2,middle
216,"tJ.O.E.F. 22nd April, 1944, p. 1134)","['tJ.O.E.F. 22nd April, 1944, p. 1134)']",68.0,117.46,205.75,126.96,7,2,1,end
217,"Act No. 310, to amend the Act 13th December, 1926, to issue","['Act No. 310, to amend the Act', '13th December, 1926, to issue']",69.0,129.38,326.78,139.38,7,2,2,middle
218,a Seamen's Code33 jamends section 78 respecting the provision of,"[""a Seamen's Code33 jamends section 78 respecting the provision of""]",67.0,137.9,325.5,147.6,7,2,2,middle
219,"bedding on board vessels]. (J.O.E.F. 22nd June, 1944, p. 1586)","['bedding on board vessels].', '(J.O.E.F. 22nd June, 1944, p. 1586)']",67.0,146.11,310.2,155.53,7,2,1,end
220,"July 15 Act No. 360, to amend Acts No. 10 of 8th January, 1944, and","['July 15', 'Act No. 360,', 'to amend Acts No. 10 of 8th January, 1944, and']",21.0,157.4,326.22,167.9,7,1,2,start
221,"No. 259 of 20th May, 1944, respectihg compensation for loss of","['No. 259 of 20th May, 1944, respectihg compensation for loss of']",67.0,165.71,325.92,175.8,7,2,2,middle
222,wages resulting from circumstances arising out of the state of,"['wages resulting from circumstances arising out of', 'the state of']",67.0,173.31,326.83,184.21,7,2,2,middle
223,war' [amends subsections (1) and (4) of section 7]. (J.O.E.F.,"[""war'"", '[amends subsections', '(1) and (4)', 'of section 7].', '(J.O.E.F.']",68.0,181.65,326.3,192.35,7,2,2,middle
224,"19th july. 1944, pp. 1829-1830)","['19th july. 1944, pp. 1829-1830)']",68.0,190.88,185.3,200.08,7,2,1,end
225,GERMANY,['GERMANY'],14.0,205.13,69.61,216.13,7,0,0,country
226,June 10 Second Order respecting the registration of men and women for,"['June 10', 'Second Order respecting the registration of men and women for']",22.0,218.43,328.32,228.71,7,1,2,start
227,duties connected with national defence tsupplepients the Order of,['duties connected with national defence tsupplepients the Order of'],67.0,226.85,326.55,236.76,7,2,2,middle
228,"27th january, (Reichsgesetzblatt, Part I, pp. 133-134)","['27th january,', '(Reichsgesetzblatt, Part I,', 'pp. 133-134)']",67.0,235.13,313.49,245.23,7,2,1,end
229,See also Orders of July 28 and August 29.,['See also Orders of July 28 and August 29.'],23.0,245.13,188.22,254.93,7,1,1,other
230,GREAT BRITAIN: See United Kingdom of Great Britain and,['GREAT BRITAIN: See United Kingdom of Great Britain and'],14.0,258.43,327.56,271.03,7,0,2,other
231,Northern Ireland.,['Northern Ireland.'],13.0,271.53,92.14,282.93,7,0,0,country
232,HUNGARY,['HUNGARY'],14.0,288.51,68.49,299.4,7,0,0,country
233,"Apr. 26 Orders No. 1640 and No. 1650, to amend certain, provisions relating","['Apr. 26', 'Orders No. 1640 and No. 1650, to amend certain, provisions relating']",23.0,304.53,327.46,314.11,7,1,2,start
234,to the compulsory insurance of wage-earning and salaried employees,['to the compulsory insurance of wage-earning and salaried employees'],68.0,312.63,328.01,322.03,7,2,2,middle
235,"in agriculture [amends in particular, Act No. XXXVI of 1936,","['in agriculture [amends in', 'particular, Act No. XXXVI of', '1936,']",68.0,320.01,327.1,330.51,7,2,2,middle
236,respecting compulsory insurance for salaried employees in agri-,"['respecting compulsory insurance for salaried employees', 'in', 'agri-']",68.0,328.73,327.56,338.53,7,2,2,middle
237,"(BK. 30th April, No. 97, pp. 2-4)","['(BK. 30th April, No. 97, pp. 2-4)']",114.0,336.6,247.81,346.7,7,-1,1,other
238,"June 28 Order No. 2500, to amend certain provisions of Act No. XL of","['June 28', 'Order No. 2500, to amend certain provisions of Act No. XL of']",22.0,348.45,327.03,358.81,7,1,2,start
239,"1928 •relating to compulsory ,old age, invalidity, widows' and","['1928 •relating', 'to', 'compulsory ,old', 'age,', ""invalidity, widows' and""]",69.0,356.73,327.33,366.78,7,2,2,middle
240,"orphans' insurance"". (BK. 2nd July, 1944, No. 147, p. 2)","['orphans\' insurance"".', '(BK. 2nd July, 1944, No. 147,', 'p. 2)']",68.0,364.98,300.96,374.98,7,2,1,end
241,"Aug. 9 Order No. 2940, to add to the schedule of occupational diseases","['Aug. 9', 'Order No. 2940, to add to the schedule of occupational diseases']",23.0,376.83,329.05,387.3,7,1,2,start
242,which give a right to compensation [in the schedule given in Order,['which give a right to compensation [in the schedule given in Order'],68.0,385.4,327.44,395.1,7,2,2,middle
243,"No. 7,600 of 30th December, adds the following words to","['No. 7,600 of 30th December,', 'adds the following words to']",69.0,392.93,328.89,403.48,7,2,2,middle
244,"the list of operations corresponding to silicosis: ""All processes in","['the list of operations corresponding to silicosis: ""All processes in']",68.0,401.28,327.9,411.28,7,2,2,middle
245,"coal or metal mines which entail exposure to silica dust""]. (BK.","['coal or metal mines which entail exposure to silica dust""].', '(BK.']",68.0,409.03,328.11,419.36,7,2,2,middle
246,"13th August, 1944, No. 183, p. 2)","['13th August, 1944, No. 183, p. 2)']",69.0,418.03,195.64,427.43,7,2,1,end
247,Sept.,['Sept.'],23.0,431.48,40.04,439.88,7,1,0,other
248,1,['1'],47.0,434.55,49.15,438.86,7,-1,0,other
249,"Order No. 3330, to raise the basic old age and invalidity pension","['Order No. 3330, to raise the basic old age and invalidity pension']",69.0,429.58,327.02,439.58,7,2,2,middle
250,"fixed in section 50 of Act No. XL of 1928"". (BK. 8th September,","['fixed in section 50 of Act No. XL of 1928"".', '(BK. 8th September,']",69.0,437.71,328.29,447.7,7,2,2,middle
251,"1944, No. 205, p. 3)","['1944, No. 205, p. 3)']",69.0,446.93,141.5,455.93,7,2,0,end
252,INDIA,['INDIA'],15.0,461.15,46.44,472.26,7,0,0,country
253,CENTRAL GOVERNMENT,['CENTRAL GOVERNMENT'],111.0,472.48,229.6,482.48,7,-1,1,other
254,"Apr. 26 An Act further to amend the Factories Act, 1934"" [amends ss. 9,","['Apr. 26', 'An Act further to amend the Factories Act, 1934"" [amends ss. 9,']",23.0,486.1,329.94,496.91,7,1,2,start
255,"19, 23, 45 and 54]. No. XIV of 1944. Factories (Amendment) Act,","['19, 23, 45 and 54].', 'No. XIV of 1944.', 'Factories (Amendment) Act,']",69.0,494.55,327.96,504.31,7,2,2,middle
256,"1944. (G.I. Part IV, p. 46)","['1944.', '(G.I. Part IV, p. 46)']",68.0,502.48,177.02,512.88,7,2,1,end
257,J.O.E.F. = Journal off iciel de I'Etat francais.,"['J.O.E.F. =', 'Journal', ""off iciel de I'Etat francais.""]",24.0,517.28,198.56,527.1,7,1,1,other
258,BK. = Budapesti KUziöny.,"['BK. =', 'Budapesti', 'KUziöny.']",24.0,526.61,126.5,537.51,7,1,0,other
259,G.I. = The Gazette of India.,"['G.I. =', 'The', 'Gazette of India.']",24.0,537.63,130.9,547.43,7,1,0,other
260,"""L.S. 1942 (Fr. 1 and 15); 1943 (Indexes I, p. 8, Mar. 16).","['""L.S. 1942 (Fr. 1 and 15); 1943 (Indexes I, p. 8, Mar. 16).']",16.0,559.18,247.27,569.18,7,0,1,other
261,"L.S. 1926 (Fr. 13). — L.S. 1944 (Fr. 9). — ""L.S. 1943 (Ger. 3, A). —","['L.S. 1926 (Fr. 13). —', 'L.S.', '1944 (Fr. 9). —', '""L.S.', '1943 (Ger. 3, A). —']",30.0,567.01,328.18,577.58,7,-1,2,other
262,"36 L.S. 1936 (Hung. 6). — "" L.S. 1928 (Hung. 4). — ""L.S. 1936 (Hung. 5).","['36 L.S.', '1936 (Hung. 6). —', '"" L.S.', '1928 (Hung. 4). —', '""L.S.', '1936 (Hung. 5).']",15.0,575.0,312.32,586.05,7,0,1,other
263,"L.S. 1934 (Ind. 2); amendments: 1936 (md. 1); 1940 (md. 1); 1941 (Indexes,","['L.S.', '1934 (Ind. 2); amendments: 1936 (md. 1); 1940 (md. 1); 1941 (Indexes,']",30.0,583.9,327.85,593.6,7,-1,2,other
264,1944—Indexes I — 8 —,"['1944—Indexes I', '—', '8', '—']",64.0,51.72,237.2,61.87,8,0,1,other
265,INDIA (continued),"['INDIA', '(continued)']",66.0,67.5,158.48,80.22,8,0,0,country
266,Oct. 7 -An Ordinance further to amend the National Service (Technical,"['Oct. 7', '-An Ordinance further to amend the National Service (Technical']",75.0,84.79,379.84,95.44,8,1,2,start
267,",Personnel) Ordinance, 1940'°. No. XLVII of 1944. National Ser-","["",Personnel) Ordinance, 1940'°."", 'No. XLVII of 1944.', 'National Ser-']",119.0,93.64,380.99,103.64,8,2,2,middle
268,"vice ,(Technical Personnel) Amendment Ordinance, 1944 (G.I. Extra","['vice ,(Technical Personnel) Amendment Ordinance, 1944 (G.I. Extra']",121.0,102.04,377.98,111.34,8,2,2,middle
269,"ordinary, 7th October, 1944, p. 11438)","['ordinary, 7th October, 1944, p. 11438)']",121.0,109.7,267.97,119.2,8,2,1,end
270,Dec. 18 An Ordinance to amend the War Injuries (Compensation Insur-,"['Dec. 18', 'An Ordinance to amend the War Injuries (Compensation Insur-']",74.0,123.17,379.35,133.37,8,1,2,start
272,"ance) Act, 1943"". No. LIV of 1944. War Injuries (Compensation","['ance) Act, 1943"".', 'No. LIV of 1944.', 'War Injuries (Compensation']",120.0,131.67,380.18,141.59,8,2,2,middle
273,"Insurance) Amendment Ordinance, 1944.. (G.I. Extraordinary, 18th","['Insurance) Amendment Ordinance, 1944.. (G.I. Extraordinary, 18th']",120.0,140.42,379.67,150.02,8,2,2,middle
274,"December, 1944, pp. 1555-1556)","['December, 1944, pp. 1555-1556)']",121.0,148.47,240.48,157.47,8,2,1,end
275,"• Dec. 30 Notification No. 5-DC (87)/44, to insert sub-rules (1A) and (1B)","['• Dec. 30', 'Notification No. 5-DC (87)/44, to insert sub-rules (1A) and (1B)']",70.0,161.72,380.02,171.72,8,0,2,other
276,after sub-rule (1) of Rule 81A of the Defence of India Rulesc,['after sub-rule (1) of Rule 81A of the Defence of India Rulesc'],121.0,169.17,380.33,179.77,8,2,2,middle
278,"(avoidance of :strikes an4 lockouts). (G.I. Part I, section 1, p. 1666)","['(avoidance of :strikes an4 lockouts).', '(G.I. Part I, section 1, p. 1666)']",122.0,177.92,380.36,187.89,8,2,2,middle
279,"MEXICO, UNITED STATES OF","['MEXICO, UNITED STATES OF']",66.0,195.47,226.6,207.27,8,0,1,other
281,Nov. 4 Decree to amend section 135 [procedure for settlement of disputes],"['Nov.', '4', 'Decree to amend section 135 [procedure for settlement of disputes]']",75.0,212.12,379.34,221.72,8,1,2,start
282,"- . of the 'Social Insutance Act43. (Diario Oficial, Vol. CXLVII,","['-', '.', 'of', ""the 'Social"", 'Insutance', 'Act43.', '(Diario', 'Oficial,', 'Vol. CXLVII,']",72.0,219.74,381.07,230.09,8,1,2,start
283,No 20 p 4),"['No 20 p', '4)']",122.0,226.27,172.2,237.67,8,2,0,end
284,MOROCCO,['MOROCCO'],66.0,242.24,121.11,253.14,8,0,0,country
286,FRENCH ZONE,"['FRENCH', 'ZONE']",189.0,254.57,258.13,264.37,8,-1,1,other
288,May,['May'],75.0,268.47,91.81,277.37,8,1,0,other
289,1,['1'],97.0,271.52,99.4,276.32,8,-1,0,other
290,Decree to amend [sections 21 and 25 of] and tQ sqppleinent the,['Decree to amend [sections 21 and 25 of] and tQ sqppleinent the'],122.0,268.07,381.76,278.27,8,2,2,middle
291,"Decree of 25th June, 1927 respecting liability in respect of accidents","['Decree of 25th June, 1927 respecting liability in respect of accidents']",121.0,276.59,381.41,286.09,8,2,2,middle
292,"with which workers meet in the course of their etnployinent"".","['with which workers meet in the course of their', 'etnployinent"".']",121.0,283.45,381.79,294.52,8,2,2,middle
293,"(Bulletin of ficiel, 2nd June, 1944, No. 1649, p. 318)","['(Bulletin of ficiel, 2nd June, 1944, No. 1649, p. 318)']",122.0,292.84,318.06,302.14,8,2,1,end
294,NEW. ZEALAND,['NEW. ZEALAND'],66.0,306.72,149.98,317.92,8,0,0,country
296,Dec 12 An Act to amend certain enactments of the General Assembly of,"['Dec', '12', 'An Act to amend certain enactments of the General Assembly of']",75.0,322.44,382.42,332.54,8,1,2,start
297,"New [inter alia, the-Annual J'{ohdays Act43, the Coal-mines","['New', ""[inter alia, the-Annual J'{ohdays Act43, the Coal-mines""]",121.0,330.82,380.87,340.22,8,2,2,middle
298,"Act, the Factories Act, the Industrial Conciliation","['Act,', 'the Factories Act,', 'the Industrial Conciliation']",122.0,338.57,380.75,348.69,8,2,2,middle
299,"Arbitration. Act, the. Workers' Coinpensation Act;","['Arbitration. Act,', ""the. Workers' Coinpensation Act;""]",138.0,346.84,355.11,356.35,8,-1,1,other
300,"and -thei Workers ComDensatlon Amendment Act, 1943""], No. 25.","['and -thei Workers ComDensatlon Amendment Act, 1943""],', 'No. 25.']",122.0,354.94,381.05,364.59,8,2,2,middle
301,"Statutes Amendment Act, :1944.","['Statutes Amendment Act, :1944.']",121.0,363.14,242.67,372.45,8,2,1,end
303,Dec 15 An Act to make provision with respect to public finance and other,"['Dec', '15', 'An Act to make provision with respect to public finance and other']",75.0,376.97,381.39,386.77,8,1,2,start
304,"[sections amendments of the. Social.'Security Act"";","['[sections', 'amendments of the. Social.\'Security Act"";']",156.0,384.99,379.85,394.89,8,-1,2,other
